#GO term	GO term name	GO category	# positive examples	# negative examples	# unknown examples
15220	choline transmembrane transporter activity	F	14	10195	51637
15295	solute:proton symporter activity	F	48	10114	51684
15296	anion:cation symporter activity	F	13	10166	51667
15298	solute:cation antiporter activity	F	42	10118	51686
15299	solute:proton antiporter activity	F	34	10113	51699
15343	siderophore transmembrane transporter activity	F	13	10165	51668
15370	solute:sodium symporter activity	F	16	10148	51682
15385	sodium:proton antiporter activity	F	24	10114	51708
15386	potassium:proton antiporter activity	F	13	10117	51716
15422	oligosaccharide-transporting ATPase activity	F	15	9855	51976
15423	maltose-transporting ATPase activity	F	15	9833	51998
15424	amino acid-transporting ATPase activity	F	22	9785	52039
15450	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	F	26	10110	51710
15462	ATPase-coupled protein transmembrane transporter activity	F	12	9798	52036
15473	fimbrial usher porin activity	F	35	10225	51586
15491	cation:cation antiporter activity	F	33	10134	51679
15546	sulfathiazole transmembrane transporter activity	F	11	10162	51673
15556	C4-dicarboxylate transmembrane transporter activity	F	17	10184	51645
15562	efflux transmembrane transporter activity	F	36	10241	51569
15563	uptake transmembrane transporter activity	F	13	10264	51569
15603	iron chelate transmembrane transporter activity	F	15	10260	51571
15605	organophosphate ester transmembrane transporter activity	F	12	10262	51572
15606	spermidine transmembrane transporter activity	F	11	10196	51639
15645	fatty acid ligase activity	F	12	10397	51437
15651	quaternary ammonium group transmembrane transporter activity	F	27	10185	51634
15658	branched-chain amino acid transmembrane transporter activity	F	25	10134	51687
15662	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	F	25	9838	51983
15665	alcohol transmembrane transporter activity	F	11	10191	51644
15926	glucosidase activity	F	22	10324	51500
15930	glutamate synthase activity	F	13	10253	51580
15932	nucleobase-containing compound transmembrane transporter activity	F	23	10192	51631
16150	translation release factor activity, codon nonspecific	F	11	10396	51439
16151	nickel cation binding	F	20	10403	51423
16289	CoA hydrolase activity	F	35	10303	51508
16405	CoA-ligase activity	F	15	10395	51436
16408	C-acyltransferase activity	F	42	10315	51489
16411	acylglycerol O-acyltransferase activity	F	37	10313	51496
16412	serine O-acyltransferase activity	F	14	10338	51494
16413	O-acetyltransferase activity	F	23	10315	51508
16421	CoA carboxylase activity	F	14	10393	51439
16423	tRNA (guanine) methyltransferase activity	F	19	10299	51528
16433	rRNA (adenine) methyltransferase activity	F	22	10294	51530
16434	rRNA (cytosine) methyltransferase activity	F	24	10292	51530
16435	rRNA (guanine) methyltransferase activity	F	44	10272	51530
16436	rRNA (uridine) methyltransferase activity	F	13	10303	51530
16453	C-acetyltransferase activity	F	17	10317	51512
16597	amino acid binding	F	40	10444	51362
16615	malate dehydrogenase activity	F	14	10252	51580
16618	hydroxypyruvate reductase activity	F	14	10235	51597
16628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	F	37	10215	51594
16634	oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor	F	11	10240	51595
16635	oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor	F	14	10235	51597
16638	oxidoreductase activity, acting on the CH-NH2 group of donors	F	48	10217	51581
16639	oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor	F	18	10242	51586
16641	oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor	F	12	10255	51579
16652	oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor	F	14	10244	51588
16661	oxidoreductase activity, acting on other nitrogenous compounds as donors	F	42	10217	51587
16662	oxidoreductase activity, acting on other nitrogenous compounds as donors, cytochrome as acceptor	F	11	10253	51582
16668	oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor	F	42	10204	51600
16671	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor	F	41	10223	51582
16675	oxidoreductase activity, acting on a heme group of donors	F	23	10242	51581
16676	oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor	F	21	10243	51582
16679	oxidoreductase activity, acting on diphenols and related substances as donors	F	19	10235	51592
16682	oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor	F	13	10238	51595
16684	oxidoreductase activity, acting on peroxide as acceptor	F	42	10217	51587
16701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	F	12	10252	51582
16706	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	F	12	10252	51582
16709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	F	17	10240	51589
16721	oxidoreductase activity, acting on superoxide radicals as acceptor	F	11	10256	51579
16722	oxidoreductase activity, oxidizing metal ions	F	19	10244	51583
16724	oxidoreductase activity, oxidizing metal ions, oxygen as acceptor	F	11	10254	51581
16725	oxidoreductase activity, acting on CH or CH2 groups	F	31	10229	51586
16728	oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor	F	21	10243	51582
16742	hydroxymethyl-, formyl- and related transferase activity	F	23	10373	51450
16743	carboxyl- or carbamoyltransferase activity	F	23	10379	51444
16744	transferase activity, transferring aldehyde or ketonic groups	F	39	10362	51445
16748	succinyltransferase activity	F	13	10344	51489
16755	transferase activity, transferring amino-acyl groups	F	17	10381	51448
16778	diphosphotransferase activity	F	26	10372	51448
16783	sulfurtransferase activity	F	41	10351	51454
16790	thiolester hydrolase activity	F	42	10297	51507
16794	diphosphoric monoester hydrolase activity	F	19	10313	51514
16796	exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	F	46	10272	51528
16812	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides	F	23	10324	51499
16813	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines	F	14	10333	51499
16838	carbon-oxygen lyase activity, acting on phosphates	F	23	10392	51431
16841	ammonia-lyase activity	F	34	10381	51431
16842	amidine-lyase activity	F	17	10401	51428
16846	carbon-sulfur lyase activity	F	46	10371	51429
16849	phosphorus-oxygen lyase activity	F	21	10396	51429
16855	racemase and epimerase activity, acting on amino acids and derivatives	F	29	10385	51432
16857	racemase and epimerase activity, acting on carbohydrates and derivatives	F	43	10366	51437
16859	cis-trans isomerase activity	F	25	10387	51434
16868	intramolecular transferase activity, phosphotransferases	F	34	10377	51435
16877	ligase activity, forming carbon-sulfur bonds	F	37	10349	51460
16878	acid-thiol ligase activity	F	27	10379	51440
16880	acid-ammonia (or amide) ligase activity	F	18	10390	51438
16882	cyclo-ligase activity	F	25	10384	51437
16884	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	F	35	10368	51443
16885	ligase activity, forming carbon-carbon bonds	F	14	10393	51439
16886	ligase activity, forming phosphoric ester bonds	F	23	10388	51435
16891	endoribonuclease activity, producing 5'-phosphomonoesters	F	40	10233	51573
16894	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters	F	12	10299	51535
16895	exodeoxyribonuclease activity, producing 5'-phosphomonoesters	F	33	10271	51542
16896	exoribonuclease activity, producing 5'-phosphomonoesters	F	19	10283	51544
16901	oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor	F	14	10251	51581
16987	sigma factor activity	F	37	10461	51348
16989	sigma factor antagonist activity	F	23	10485	51338
17169	CDP-alcohol phosphatidyltransferase activity	F	17	10368	51461
17171	serine hydrolase activity	F	40	10251	51555
19104	DNA N-glycosylase activity	F	31	10315	51500
19201	nucleotide kinase activity	F	34	10337	51475
19202	amino acid kinase activity	F	36	10336	51474
19203	carbohydrate phosphatase activity	F	38	10270	51538
19206	nucleoside kinase activity	F	29	10343	51474
19213	deacetylase activity	F	26	10323	51497
19238	cyclohydrolase activity	F	31	10312	51503
19904	protein domain specific binding	F	16	9291	52539
22821	potassium ion antiporter activity	F	17	10127	51702
22833	mechanically gated channel activity	F	29	10248	51569
22836	gated channel activity	F	35	10235	51576
22838	substrate-specific channel activity	F	49	10162	51635
22884	macromolecule transmembrane transporter activity	F	40	10172	51634
30246	carbohydrate binding	F	20	10451	51375
30267	glyoxylate reductase (NADP) activity	F	14	10235	51597
30572	phosphatidyltransferase activity	F	15	10370	51461
30955	potassium ion binding	F	23	10408	51415
30976	thiamine pyrophosphate binding	F	12	10460	51374
30983	mismatched DNA binding	F	16	10248	51582
31177	phosphopantetheine binding	F	19	10480	51347
31263	amine-transporting ATPase activity	F	29	9831	51986
31420	alkali metal ion binding	F	27	10401	51418
32296	double-stranded RNA-specific ribonuclease activity	F	11	10299	51536
32403	protein complex binding	F	11	9290	52545
32550	purine ribonucleoside binding	F	49	10359	51438
33293	monocarboxylic acid binding	F	25	10475	51346
34040	lipid-transporting ATPase activity	F	43	9889	51914
34061	DNA polymerase activity	F	30	10324	51492
34062	5'-3' RNA polymerase activity	F	31	10330	51485
34212	peptide N-acetyltransferase activity	F	25	10302	51519
34338	short-chain carboxylesterase activity	F	16	10315	51515
35250	UDP-galactosyltransferase activity	F	11	10280	51555
35251	UDP-glucosyltransferase activity	F	12	10278	51556
35375	zymogen binding	F	15	9280	52551
35673	oligopeptide transmembrane transporter activity	F	26	10122	51698
36009	protein-glutamine N-methyltransferase activity	F	13	10313	51520
36361	racemase activity, acting on amino acids and derivatives	F	28	10385	51433
36397	formate dehydrogenase (quinone) activity	F	14	10249	51583
42084	5-methyltetrahydrofolate-dependent methyltransferase activity	F	13	10379	51454
42132	fructose 1,6-bisphosphate 1-phosphatase activity	F	14	10281	51551
42171	lysophosphatidic acid acyltransferase activity	F	19	10336	51491
42277	peptide binding	F	22	10484	51340
42301	phosphate ion binding	F	15	10492	51339
42586	peptide deformylase activity	F	14	10328	51504
42602	riboflavin reductase (NADPH) activity	F	21	10246	51579
42879	aldonate transmembrane transporter activity	F	22	10176	51648
42895	antibiotic transporter activity	F	14	10355	51477
42907	xanthine transmembrane transporter activity	F	16	10195	51635
42910	xenobiotic transporter activity	F	12	10361	51473
42927	siderophore transporter activity	F	16	10358	51472
42936	dipeptide transporter activity	F	28	10265	51553
42970	homoserine transmembrane transporter activity	F	25	10112	51709
43023	ribosomal large subunit binding	F	30	10467	51349
43024	ribosomal small subunit binding	F	22	10487	51337
43138	3'-5' DNA helicase activity	F	20	10292	51534
43140	ATP-dependent 3'-5' DNA helicase activity	F	20	10167	51659
43175	RNA polymerase core enzyme binding	F	12	9280	52554
43211	carbohydrate-transporting ATPase activity	F	21	9846	51979
43225	ATPase-coupled anion transmembrane transporter activity	F	44	9814	51988
43771	cytidine kinase activity	F	11	10358	51477
43891	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity	F	11	10251	51584
44183	protein binding involved in protein folding	F	18	9284	52544
44620	ACP phosphopantetheine attachment site binding	F	18	10486	51342
44769	ATPase activity, coupled to transmembrane movement of ions, rotational mechanism	F	38	9829	51979
45118	azole transporter activity	F	18	10350	51478
46527	glucosyltransferase activity	F	13	10284	51549
46820	4-amino-4-deoxychorismate synthase activity	F	11	10377	51458
46912	transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer	F	16	10381	51449
46933	proton-transporting ATP synthase activity, rotational mechanism	F	34	9805	52007
47134	protein-disulfide reductase activity	F	25	10213	51608
47196	long-chain-alcohol O-fatty-acyltransferase activity	F	15	10335	51496
47429	nucleoside-triphosphate diphosphatase activity	F	35	10311	51500
47617	acyl-CoA hydrolase activity	F	29	10305	51512
47661	amino-acid racemase activity	F	28	10385	51433
48027	mRNA 5'-UTR binding	F	14	10360	51472
48029	monosaccharide binding	F	13	10487	51346
48038	quinone binding	F	13	10454	51379
50136	NADH dehydrogenase (quinone) activity	F	28	10176	51642
50308	sugar-phosphatase activity	F	35	10273	51538
50518	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity	F	19	10352	51475
50897	cobalt ion binding	F	19	10416	51411
51082	unfolded protein binding	F	41	9255	52550
51087	chaperone binding	F	21	9271	52554
51183	vitamin transporter activity	F	13	10361	51472
51184	cofactor transporter activity	F	12	10353	51481
51192	prosthetic group binding	F	19	10486	51341
51213	dioxygenase activity	F	32	10230	51584
52621	diguanylate cyclase activity	F	20	10350	51476
52738	oxidoreductase activity, acting on the aldehyde or oxo group of donors, with a quinone or similar compound as acceptor	F	15	10248	51583
52745	inositol phosphate phosphatase activity	F	13	10290	51543
52834	inositol monophosphate phosphatase activity	F	12	10290	51544
52875	riboflavin reductase (NADH) activity	F	12	10254	51580
60589	nucleoside-triphosphatase regulator activity	F	15	10484	51347
60590	ATPase regulator activity	F	14	10487	51345
61503	tRNA threonylcarbamoyladenosine dehydratase	F	11	10401	51434
61505	DNA topoisomerase II activity	F	21	10391	51434
61598	molybdopterin adenylyltransferase activity	F	14	10344	51488
61599	molybdopterin molybdotransferase activity	F	13	10391	51442
61731	ribonucleoside-diphosphate reductase activity	F	20	10244	51582
61783	peptidoglycan muralytic activity	F	46	10374	51426
70006	metalloaminopeptidase activity	F	13	10251	51582
70008	serine-type exopeptidase activity	F	18	10248	51580
70039	rRNA (guanosine-2'-O-)-methyltransferase activity	F	13	10298	51535
70043	rRNA (guanine-N7-)-methyltransferase activity	F	17	10297	51532
70063	RNA polymerase binding	F	14	9279	52553
70180	large ribosomal subunit rRNA binding	F	14	10350	51482
70181	small ribosomal subunit rRNA binding	F	22	10344	51480
70283	radical SAM enzyme activity	F	11	10402	51433
70402	NADPH binding	F	21	10439	51386
70403	NAD+ binding	F	17	10429	51400
70547	L-tyrosine aminotransferase activity	F	11	10378	51457
70548	L-glutamine aminotransferase activity	F	13	10375	51458
70567	cytidylyltransferase activity	F	40	10331	51475
70569	uridylyltransferase activity	F	11	10360	51475
71111	cyclic-guanylate-specific phosphodiesterase activity	F	22	10301	51523
71617	lysophospholipid acyltransferase activity	F	19	10336	51491
71916	dipeptide transmembrane transporter activity	F	20	10118	51708
71949	FAD binding	F	35	10394	51417
72341	modified amino acid binding	F	23	10480	51343
72349	modified amino acid transmembrane transporter activity	F	45	10236	51565
72509	divalent inorganic cation transmembrane transporter activity	F	41	10146	51659
80146	L-cysteine desulfhydrase activity	F	18	10400	51428
97351	toxin-antitoxin pair type II binding	F	11	9289	52546
97506	deaminated base DNA N-glycosylase activity	F	12	10329	51505
97747	RNA polymerase activity	F	31	10330	51485
98809	nitrite reductase activity	F	11	10254	51581
99516	ion antiporter activity	F	35	10134	51677
1901474	azole transmembrane transporter activity	F	18	10212	51616
1901618	organic hydroxy compound transmembrane transporter activity	F	13	10248	51585
1901677	phosphate transmembrane transporter activity	F	11	10262	51573
1903425	fluoride transmembrane transporter activity	F	12	10199	51635
